ar,smasvaedi,aldursflokkur,fjoldi,fjoldi_total
2024,806,30-34 ára,109,2326
2023,806,80-84 ára,35,2059
2024,806,65-69 ára,45,2059
2024,806,35-39 ára,82,2059
2024,806,5-9 ára,45,2059
2024,806,75-79 ára,56,2059
2024,807,80-84 ára,22,1521
2024,807,0-4 ára,46,1769
2024,807,0-4 ára,40,1521
2024,807,25-29 ára,56,1521
2024,807,65-69 ára,35,1769
2023,807,80-84 ára,9,1769
2023,807,40-44 ára,49,1521
2023,807,45-49 ára,60,1769
2023,807,5-9 ára,45,1769
2023,807,15-19 ára,35,1769
2024,807,60-64 ára,55,1521
2024,807,90 ára og eldri,3,1769
2023,807,60-64 ára,51,1521
2023,807,50-54 ára,41,1521
2023,807,50-54 ára,68,1769
2024,807,60-64 ára,52,1769
2023,807,85-89 ára,10,1769
2023,807,20-24 ára,57,1769
2023,807,0-4 ára,42,1521
2024,807,80-84 ára,10,1769
2024,807,30-34 ára,75,1521
2024,807,5-9 ára,43,1769
2024,807,55-59 ára,52,1521
2024,807,10-14 ára,28,1521
2024,807,45-49 ára,60,1769
2023,807,25-29 ára,55,1521
2023,807,75-79 ára,31,1521
2023,807,30-34 ára,75,1521
2024,807,85-89 ára,6,1769
2023,807,55-59 ára,57,1521
2023,807,65-69 ára,35,1769
2023,807,60-64 ára,40,1769
2023,807,5-9 ára,42,1521
2024,807,5-9 ára,38,1521
2023,807,85-89 ára,7,1521
2023,807,10-14 ára,21,1521
2023,807,30-34 ára,92,1769
2023,807,70-74 ára,29,1521
2024,807,20-24 ára,56,1769
2024,807,40-44 ára,51,1521
2024,807,35-39 ára,97,1769
2023,807,45-49 ára,41,1521
2023,807,65-69 ára,30,1521
2023,807,80-84 ára,19,1521
2024,807,25-29 ára,67,1769
2023,807,15-19 ára,38,1521
2023,807,55-59 ára,53,1769
2023,807,25-29 ára,86,1769
2024,807,50-54 ára,64,1769
2024,807,35-39 ára,71,1521
2024,807,65-69 ára,31,1521
2023,807,90 ára og eldri,4,1769
2024,807,10-14 ára,36,1769
2023,807,35-39 ára,66,1521
2023,807,20-24 ára,51,1521
2024,807,30-34 ára,105,1769
2024,807,70-74 ára,33,1521
2023,807,0-4 ára,40,1769
2024,807,90 ára og eldri,6,1521
2024,807,15-19 ára,35,1769
2023,807,70-74 ára,38,1769
2023,807,35-39 ára,96,1769
2023,807,90 ára og eldri,6,1521
2023,807,75-79 ára,24,1769
2024,807,75-79 ára,26,1769
2024,807,75-79 ára,29,1521
2024,807,40-44 ára,66,1769
2024,807,15-19 ára,37,1521
2023,807,10-14 ára,37,1769
2024,807,55-59 ára,37,1769
2024,807,45-49 ára,39,1521
2023,807,40-44 ára,60,1769
2024,807,20-24 ára,57,1521
2024,807,50-54 ára,46,1521
2024,807,70-74 ára,36,1769
2024,807,85-89 ára,4,1521
2024,901,55-59 ára,48,2314
2024,901,90 ára og eldri,13,2345
2023,901,60-64 ára,61,2314
2023,901,85-89 ára,8,2345
2023,901,80-84 ára,20,2314
2023,901,20-24 ára,91,2314
2023,901,55-59 ára,54,2314
2023,901,65-69 ára,39,2314
2024,901,65-69 ára,49,2345
2024,901,45-49 ára,90,2345
2023,901,5-9 ára,71,2345
2023,901,15-19 ára,84,2314
2024,901,65-69 ára,40,2314
2023,901,85-89 ára,7,2314
2024,901,30-34 ára,84,2345
2024,901,25-29 ára,72,2314
2023,901,20-24 ára,73,2345
2024,901,40-44 ára,78,2314
2024,901,85-89 ára,11,2345
2024,901,60-64 ára,43,2345
2024,901,85-89 ára,5,2314
2023,901,55-59 ára,63,2345
2024,901,80-84 ára,20,2345
2024,901,50-54 ára,73,2345
2023,901,75-79 ára,40,2345
2024,901,70-74 ára,50,2314
2023,901,90 ára og eldri,4,2314
2024,901,30-34 ára,69,2314
2024,901,75-79 ára,47,2314
2024,901,35-39 ára,68,2345
2023,901,25-29 ára,83,2345
2024,901,60-64 ára,58,2314
2023,901,35-39 ára,68,2345
2024,901,10-14 ára,81,2345
2023,901,25-29 ára,71,2314
2024,901,80-84 ára,20,2314
2023,901,10-14 ára,102,2314
2023,901,40-44 ára,103,2345
2024,901,5-9 ára,66,2345
2024,901,70-74 ára,69,2345
2023,901,90 ára og eldri,16,2345
2024,901,75-79 ára,41,2345
2023,901,10-14 ára,86,2345
2024,901,25-29 ára,80,2345
2024,901,10-14 ára,94,2314
2023,901,30-34 ára,83,2345
2024,901,15-19 ára,78,2345
2024,901,20-24 ára,92,2314
2024,901,0-4 ára,66,2314
2024,901,15-19 ára,96,2314
2024,901,55-59 ára,70,2345
2023,901,70-74 ára,69,2345
2024,901,90 ára og eldri,7,2314
2023,901,35-39 ára,81,2314
2024,901,35-39 ára,86,2314
2024,901,45-49 ára,85,2314
2023,901,0-4 ára,73,2314
2023,901,50-54 ára,63,2314
2023,901,15-19 ára,78,2345
2023,901,40-44 ára,83,2314
2023,901,45-49 ára,88,2345
2024,901,0-4 ára,59,2345
2023,901,0-4 ára,59,2345
2023,901,50-54 ára,66,2345
2023,901,75-79 ára,40,2314
2023,901,60-64 ára,47,2345
2024,901,50-54 ára,72,2314
2024,901,20-24 ára,75,2345
2023,901,65-69 ára,50,2345
2023,901,45-49 ára,78,2314
2023,901,70-74 ára,58,2314
2023,901,80-84 ára,21,2345
2023,901,5-9 ára,69,2314
2024,901,5-9 ára,72,2314
2023,901,30-34 ára,79,2314
2024,901,40-44 ára,103,2345
2023,902,0-4 ára,24,1798
2023,902,80-84 ára,45,1798
2024,902,55-59 ára,47,1875
2024,902,80-84 ára,48,1875
2023,902,20-24 ára,59,1875
2024,902,80-84 ára,55,1798
2023,902,30-34 ára,40,1798
2023,902,75-79 ára,98,1798
2024,902,25-29 ára,50,1798
2024,902,85-89 ára,35,1798
2024,902,50-54 ára,54,1875
2023,902,85-89 ára,33,1798
2024,902,20-24 ára,65,1875
2024,902,20-24 ára,49,1798
2023,902,0-4 ára,48,1875
2023,902,25-29 ára,56,1798
2023,902,30-34 ára,51,1875
2024,902,45-49 ára,37,1798
2024,902,85-89 ára,25,1875
2024,902,65-69 ára,47,1798
2023,902,15-19 ára,38,1798
2023,902,60-64 ára,48,1798
2024,902,30-34 ára,59,1875
2024,902,45-49 ára,50,1875
2023,902,65-69 ára,52,1875
2023,902,90 ára og eldri,13,1875
2024,902,50-54 ára,42,1798
2023,902,45-49 ára,39,1798
2024,902,25-29 ára,63,1875
2024,902,75-79 ára,92,1798
2023,902,35-39 ára,37,1875
2024,902,5-9 ára,31,1798
2023,902,25-29 ára,60,1875
2023,902,45-49 ára,48,1875
2023,902,5-9 ára,43,1875
2024,902,60-64 ára,49,1875
2023,902,75-79 ára,70,1875
2023,902,80-84 ára,40,1875
2023,902,20-24 ára,51,1798
2024,902,15-19 ára,47,1798
2023,902,15-19 ára,57,1875
2024,902,0-4 ára,28,1875
2024,902,60-64 ára,50,1798
2024,902,65-69 ára,43,1875
2024,902,55-59 ára,49,1798
2024,902,75-79 ára,75,1875
2023,902,50-54 ára,56,1875
2024,902,35-39 ára,36,1798
2023,902,40-44 ára,55,1798
2024,902,70-74 ára,69,1875
2024,902,0-4 ára,32,1798
2023,902,35-39 ára,39,1798
2023,902,50-54 ára,42,1798
2024,902,30-34 ára,52,1798
2023,902,70-74 ára,81,1798
2024,902,15-19 ára,63,1875
2023,902,55-59 ára,47,1875
2023,902,90 ára og eldri,28,1798
2023,902,85-89 ára,25,1875
2023,902,10-14 ára,49,1875
2024,902,10-14 ára,39,1875
2023,902,10-14 ára,42,1798
2023,902,60-64 ára,54,1875
2023,902,70-74 ára,74,1875
2024,902,40-44 ára,49,1875
2024,902,40-44 ára,61,1798
2024,902,90 ára og eldri,14,1875
2024,902,90 ára og eldri,25,1798
2023,902,65-69 ára,46,1798
2024,902,35-39 ára,46,1875
2024,902,10-14 ára,39,1798
2023,902,5-9 ára,34,1798
2023,902,40-44 ára,55,1875
2024,902,70-74 ára,75,1798
2023,902,55-59 ára,55,1798
2024,902,5-9 ára,51,1875
2023,903,75-79 ára,12,1797
2024,903,10-14 ára,56,1797
2024,903,5-9 ára,60,1797
2023,903,35-39 ára,85,1797
2024,903,70-74 ára,26,1634
2024,903,50-54 ára,48,1797
2023,903,90 ára og eldri,1,1797
2023,903,50-54 ára,42,1797
2024,903,30-34 ára,96,1797
2023,903,60-64 ára,31,1797
2024,903,45-49 ára,45,1634
2023,903,45-49 ára,43,1634
2024,903,25-29 ára,61,1634
2024,903,50-54 ára,48,1634
2023,903,30-34 ára,82,1634
2024,903,25-29 ára,79,1797
2023,903,15-19 ára,49,1797
2023,903,65-69 ára,21,1634
2023,903,30-34 ára,98,1797
2024,903,80-84 ára,3,1634
2024,903,65-69 ára,17,1634
2024,903,15-19 ára,54,1797
2023,903,75-79 ára,13,1634
2023,903,60-64 ára,36,1634
2023,903,25-29 ára,66,1634
2024,903,65-69 ára,24,1797
2024,903,35-39 ára,75,1634
2024,903,15-19 ára,58,1634
2024,903,85-89 ára,2,1634
2023,903,35-39 ára,74,1634
2023,903,10-14 ára,84,1634
2023,903,70-74 ára,25,1634
2023,903,40-44 ára,64,1634
2023,903,80-84 ára,8,1797
2024,903,60-64 ára,30,1797
2023,903,15-19 ára,46,1634
2023,903,40-44 ára,80,1797
2023,903,25-29 ára,76,1797
2023,903,55-59 ára,37,1797
2024,903,75-79 ára,16,1634
2023,903,55-59 ára,39,1634
2024,903,0-4 ára,48,1634
2023,903,70-74 ára,24,1797
2024,903,70-74 ára,19,1797
2024,903,5-9 ára,68,1634
2024,903,55-59 ára,36,1797
2024,903,45-49 ára,57,1797
2024,903,75-79 ára,17,1797
2023,903,5-9 ára,57,1797
2024,903,60-64 ára,33,1634
2024,903,20-24 ára,74,1797
2024,903,35-39 ára,91,1797
2023,903,0-4 ára,50,1634
2023,903,50-54 ára,48,1634
2023,903,65-69 ára,25,1797
2024,903,80-84 ára,8,1797
2023,903,20-24 ára,52,1634
2023,903,5-9 ára,69,1634
2023,903,0-4 ára,85,1797
2024,903,20-24 ára,46,1634
2024,903,40-44 ára,78,1797
2024,903,90 ára og eldri,1,1797
2024,903,40-44 ára,71,1634
2024,903,30-34 ára,75,1634
2023,903,10-14 ára,54,1797
2023,903,45-49 ára,61,1797
2024,903,0-4 ára,79,1797
2024,903,55-59 ára,41,1634
2024,903,10-14 ára,84,1634
2023,903,85-89 ára,2,1634
2023,903,20-24 ára,65,1797
2023,903,80-84 ára,3,1634
2024,904,75-79 ára,29,1567
2023,904,60-64 ára,31,1574
2024,904,30-34 ára,46,1574
2024,904,30-34 ára,38,1567
2023,904,20-24 ára,58,1567
2024,904,15-19 ára,63,1574
2023,904,60-64 ára,34,1567
2024,904,85-89 ára,2,1567
2023,904,40-44 ára,66,1567
2023,904,10-14 ára,67,1567
2023,904,25-29 ára,70,1574
2024,904,25-29 ára,53,1567
2024,904,40-44 ára,67,1567
2024,904,35-39 ára,49,1574
2023,904,30-34 ára,45,1574
2023,904,15-19 ára,55,1574
2024,904,60-64 ára,39,1567
2024,904,10-14 ára,71,1567
2023,904,80-84 ára,10,1574
2023,904,75-79 ára,23,1574
2023,904,70-74 ára,29,1567
2024,904,25-29 ára,69,1574
2024,904,75-79 ára,25,1574
2024,904,45-49 ára,61,1567
2023,904,65-69 ára,38,1567
2023,904,5-9 ára,58,1567
2024,904,0-4 ára,33,1567
2024,904,70-74 ára,26,1574
2024,904,65-69 ára,24,1574
2023,904,0-4 ára,42,1574
2024,904,15-19 ára,65,1567
2023,904,0-4 ára,33,1567
2023,904,30-34 ára,35,1567
2024,904,55-59 ára,42,1567
2024,904,90 ára og eldri,1,1574
2023,904,85-89 ára,1,1574
2024,904,50-54 ára,57,1567
2024,904,40-44 ára,58,1574
2024,904,60-64 ára,34,1574
2024,904,5-9 ára,50,1574
2024,904,5-9 ára,48,1567
2023,904,20-24 ára,66,1574
2023,904,75-79 ára,27,1567
2023,904,85-89 ára,2,1567
2023,904,25-29 ára,48,1567
2023,904,80-84 ára,9,1567
2024,904,10-14 ára,68,1574
2024,904,70-74 ára,29,1567
2024,904,90 ára og eldri,2,1567
2024,904,20-24 ára,58,1574
2023,904,40-44 ára,65,1574
2024,904,0-4 ára,47,1574
2023,904,15-19 ára,64,1567
2024,904,65-69 ára,32,1567
2024,904,80-84 ára,11,1567
2023,904,50-54 ára,49,1567
2023,904,10-14 ára,68,1574
2023,904,90 ára og eldri,1,1574
2024,904,35-39 ára,54,1567
2024,904,80-84 ára,12,1574
2024,904,55-59 ára,45,1574
2023,904,50-54 ára,51,1574
2023,904,5-9 ára,53,1574
2023,904,70-74 ára,33,1574
2024,904,45-49 ára,64,1574
2023,904,45-49 ára,60,1567
2023,904,55-59 ára,45,1567
2023,904,90 ára og eldri,2,1567
2023,904,35-39 ára,41,1574
2023,904,35-39 ára,55,1567
2023,904,65-69 ára,27,1574
2024,904,20-24 ára,55,1567
2024,904,85-89 ára,2,1574
2024,904,50-54 ára,51,1574
2023,904,45-49 ára,60,1574
2023,904,55-59 ára,40,1574
2023,905,25-29 ára,45,1194
2023,905,10-14 ára,54,1194
2023,905,65-69 ára,25,1293
2024,905,60-64 ára,28,1293
2023,905,0-4 ára,41,1293
2024,905,15-19 ára,45,1194
2023,905,85-89 ára,1,1194
2023,905,75-79 ára,18,1293
2024,905,0-4 ára,34,1293
2023,905,50-54 ára,31,1194
2024,905,50-54 ára,30,1293
2023,905,15-19 ára,35,1293
2023,905,40-44 ára,49,1293
2024,905,65-69 ára,26,1194
2023,905,75-79 ára,14,1194
2024,905,10-14 ára,61,1194
2024,905,45-49 ára,42,1293
2024,905,15-19 ára,38,1293
2023,905,30-34 ára,60,1293
2023,905,35-39 ára,68,1293
2023,905,80-84 ára,8,1293
2023,905,65-69 ára,23,1194
2023,905,15-19 ára,44,1194
2024,905,0-4 ára,32,1194
2024,905,80-84 ára,7,1194
2024,905,40-44 ára,43,1194
2023,905,70-74 ára,20,1194
2024,905,35-39 ára,84,1293
2023,905,70-74 ára,21,1293
2024,905,55-59 ára,33,1194
2024,905,5-9 ára,39,1194
2023,905,25-29 ára,49,1293
2023,905,20-24 ára,52,1293
2023,905,85-89 ára,2,1293
2023,905,80-84 ára,9,1194
2024,905,45-49 ára,36,1194
2023,905,45-49 ára,32,1194
2023,905,90 ára og eldri,2,1293
2023,905,10-14 ára,41,1293
2024,905,30-34 ára,50,1194
2023,905,35-39 ára,56,1194
2024,905,5-9 ára,41,1293
2023,905,5-9 ára,45,1194
2024,905,60-64 ára,27,1194
2024,905,70-74 ára,15,1194
2023,905,20-24 ára,41,1194
2024,905,75-79 ára,10,1293
2024,905,20-24 ára,38,1194
2024,905,40-44 ára,46,1293
2023,905,45-49 ára,34,1293
2024,905,85-89 ára,2,1194
2024,905,30-34 ára,59,1293
2023,905,55-59 ára,35,1194
2023,905,40-44 ára,42,1194
2024,905,25-29 ára,46,1194
2023,905,50-54 ára,28,1293
2023,905,60-64 ára,25,1194
2024,905,50-54 ára,25,1194
2024,905,25-29 ára,41,1293
2024,905,80-84 ára,9,1293
2024,905,90 ára og eldri,2,1293
2024,905,35-39 ára,57,1194
2024,905,85-89 ára,2,1293
2024,905,20-24 ára,51,1293
2024,905,55-59 ára,37,1293
2024,905,10-14 ára,45,1293
2024,905,75-79 ára,15,1194
2023,905,5-9 ára,41,1293
2023,905,0-4 ára,33,1194
2024,905,70-74 ára,19,1293
2024,905,65-69 ára,30,1293
2023,905,55-59 ára,40,1293
2023,905,60-64 ára,31,1293
2023,905,30-34 ára,47,1194
2023,1001,45-49 ára,42,1172
2023,1001,45-49 ára,42,1250
2024,1001,65-69 ára,18,1250
2024,1001,70-74 ára,17,1172
2023,1001,60-64 ára,19,1172
2024,1001,60-64 ára,20,1172
2023,1001,75-79 ára,7,1250
2023,1001,75-79 ára,11,1172
2023,1001,80-84 ára,8,1250
2023,1001,55-59 ára,30,1172
2023,1001,30-34 ára,43,1250
2024,1001,35-39 ára,34,1172
2024,1001,35-39 ára,37,1250
2023,1001,80-84 ára,9,1172
2023,1001,50-54 ára,44,1250
2023,1001,35-39 ára,40,1172
2024,1001,50-54 ára,47,1250
2024,1001,30-34 ára,33,1172
2023,1001,30-34 ára,34,1172
2024,1001,75-79 ára,13,1172
2024,1001,50-54 ára,45,1172
2024,1001,65-69 ára,24,1172
2024,1001,25-29 ára,25,1250
2023,1001,85-89 ára,4,1172
2024,1001,15-19 ára,66,1250
2024,1001,85-89 ára,5,1172
2024,1001,45-49 ára,49,1250
2024,1001,20-24 ára,38,1250
2024,1001,40-44 ára,51,1172
2023,1001,25-29 ára,25,1250
2023,1001,5-9 ára,53,1250
2023,1001,20-24 ára,34,1172
2024,1001,30-34 ára,48,1250
2023,1001,15-19 ára,61,1250
2024,1001,45-49 ára,43,1172
2023,1001,10-14 ára,59,1250
2024,1001,0-4 ára,29,1172
2023,1001,70-74 ára,23,1250
2024,1001,10-14 ára,54,1250
2024,1001,10-14 ára,60,1172
2023,1001,90 ára og eldri,3,1250
2023,1001,0-4 ára,35,1250
2023,1001,0-4 ára,40,1172
2024,1001,80-84 ára,9,1172
2024,1001,80-84 ára,6,1250
2024,1001,85-89 ára,4,1250
2023,1001,70-74 ára,16,1172
2024,1001,55-59 ára,32,1250
2023,1001,25-29 ára,28,1172
2024,1001,60-64 ára,25,1250
2023,1001,15-19 ára,39,1172
2024,1001,70-74 ára,26,1250
2023,1001,50-54 ára,47,1172
2024,1001,90 ára og eldri,3,1250
2023,1001,65-69 ára,22,1172
2024,1001,5-9 ára,49,1250
2024,1001,15-19 ára,52,1172
2023,1001,85-89 ára,1,1250
2023,1001,65-69 ára,21,1250
2023,1001,20-24 ára,31,1250
2024,1001,75-79 ára,10,1250
2023,1001,55-59 ára,37,1250
2023,1001,60-64 ára,29,1250
2024,1001,20-24 ára,39,1172
2023,1001,10-14 ára,71,1172
2023,1001,40-44 ára,63,1250
2023,1001,40-44 ára,41,1172
2024,1001,40-44 ára,59,1250
2024,1001,55-59 ára,31,1172
2023,1001,5-9 ára,52,1172
2024,1001,5-9 ára,58,1172
2023,1001,35-39 ára,40,1250
2024,1001,25-29 ára,30,1172
2024,1001,0-4 ára,29,1250
2024,1002,30-34 ára,89,2197
2024,1002,65-69 ára,48,2197
2024,1002,80-84 ára,10,2121
2023,1002,65-69 ára,45,2197
2024,1002,0-4 ára,70,2121
2023,1002,40-44 ára,102,2197
2024,1002,75-79 ára,18,2197
2023,1002,10-14 ára,86,2121
2023,1002,70-74 ára,33,2121
2023,1002,20-24 ára,63,2197
2024,1002,60-64 ára,58,2197
2024,1002,10-14 ára,108,2197
2024,1002,80-84 ára,12,2197
2024,1002,90 ára og eldri,1,2121
2024,1002,15-19 ára,82,2197
2024,1002,35-39 ára,86,2121
2023,1002,40-44 ára,92,2121
2024,1002,55-59 ára,41,2121
2023,1002,70-74 ára,31,2197
2023,1002,5-9 ára,85,2197
2024,1002,5-9 ára,81,2121
2023,1002,50-54 ára,71,2121
2023,1002,30-34 ára,76,2121
2023,1002,60-64 ára,49,2121
2024,1002,40-44 ára,96,2121
2023,1002,30-34 ára,71,2197
2024,1002,25-29 ára,70,2197
2023,1002,90 ára og eldri,1,2121
2024,1002,40-44 ára,104,2197
2024,1002,45-49 ára,82,2197
2023,1002,65-69 ára,38,2121
2023,1002,15-19 ára,73,2197
2024,1002,35-39 ára,77,2197
2023,1002,55-59 ára,39,2197
2024,1002,20-24 ára,69,2197
2023,1002,85-89 ára,4,2121
2024,1002,15-19 ára,65,2121
2024,1002,85-89 ára,5,2121
2024,1002,50-54 ára,61,2197
2024,1002,50-54 ára,72,2121
2023,1002,0-4 ára,71,2121
2024,1002,55-59 ára,37,2197
2023,1002,85-89 ára,3,2197
2023,1002,50-54 ára,56,2197
2023,1002,90 ára og eldri,1,2197
2023,1002,75-79 ára,21,2197
2023,1002,60-64 ára,61,2197
2023,1002,0-4 ára,90,2197
2023,1002,5-9 ára,92,2121
2024,1002,70-74 ára,36,2197
2023,1002,45-49 ára,72,2197
2023,1002,35-39 ára,72,2197
2024,1002,60-64 ára,55,2121
2023,1002,35-39 ára,83,2121
2024,1002,70-74 ára,33,2121
2023,1002,25-29 ára,73,2197
2023,1002,25-29 ára,81,2121
2023,1002,80-84 ára,9,2197
2023,1002,55-59 ára,43,2121
2024,1002,0-4 ára,93,2197
2024,1002,5-9 ára,78,2197
2024,1002,10-14 ára,94,2121
2024,1002,30-34 ára,86,2121
2024,1002,45-49 ára,61,2121
2024,1002,20-24 ára,62,2121
2024,1002,25-29 ára,73,2121
2023,1002,75-79 ára,26,2121
2023,1002,20-24 ára,66,2121
2024,1002,75-79 ára,24,2121
2024,1002,85-89 ára,4,2197
2023,1002,45-49 ára,66,2121
2023,1002,80-84 ára,8,2121
2023,1002,10-14 ára,104,2197
2024,1002,65-69 ára,43,2121
2023,1002,15-19 ára,77,2121
2023,1003,40-44 ára,85,2448
2023,1003,85-89 ára,2,2323
2024,1003,45-49 ára,76,2448
2023,1003,30-34 ára,82,2323
2024,1003,40-44 ára,73,2323
2023,1003,55-59 ára,83,2448
2024,1003,25-29 ára,91,2323
2023,1003,35-39 ára,75,2323
2024,1003,0-4 ára,66,2448
2024,1003,85-89 ára,2,2323
2023,1003,5-9 ára,60,2323
2024,1003,80-84 ára,17,2448
2023,1003,25-29 ára,86,2323
2024,1003,90 ára og eldri,1,2323
2024,1003,20-24 ára,94,2448
2024,1003,50-54 ára,62,2323
2023,1003,60-64 ára,98,2323
2023,1003,75-79 ára,41,2448
2024,1003,5-9 ára,65,2448
2023,1003,50-54 ára,79,2323
2024,1003,65-69 ára,77,2448
2023,1003,15-19 ára,88,2448
2023,1003,20-24 ára,95,2448
2024,1003,65-69 ára,54,2323
2024,1003,55-59 ára,71,2448
2023,1003,45-49 ára,68,2323
2024,1003,80-84 ára,17,2323
2024,1003,0-4 ára,58,2323
2023,1003,35-39 ára,75,2448
2024,1003,70-74 ára,40,2448
2023,1003,55-59 ára,85,2323
2024,1003,75-79 ára,34,2323
2024,1003,25-29 ára,82,2448
2023,1003,90 ára og eldri,1,2323
2024,1003,60-64 ára,98,2448
2024,1003,10-14 ára,83,2323
2023,1003,45-49 ára,78,2448
2024,1003,45-49 ára,72,2323
2023,1003,10-14 ára,69,2448
2024,1003,35-39 ára,74,2323
2023,1003,0-4 ára,61,2448
2023,1003,65-69 ára,62,2448
2023,1003,85-89 ára,2,2448
2024,1003,75-79 ára,45,2448
2023,1003,65-69 ára,56,2323
2023,1003,70-74 ára,45,2448
2023,1003,30-34 ára,98,2448
2023,1003,5-9 ára,67,2448
2023,1003,70-74 ára,39,2323
2024,1003,60-64 ára,93,2323
2023,1003,0-4 ára,56,2323
2023,1003,40-44 ára,73,2323
2024,1003,35-39 ára,63,2448
2023,1003,80-84 ára,14,2323
2024,1003,15-19 ára,77,2448
2024,1003,30-34 ára,86,2323
2024,1003,85-89 ára,7,2448
2023,1003,20-24 ára,99,2323
2024,1003,10-14 ára,73,2448
2024,1003,40-44 ára,88,2448
2023,1003,25-29 ára,90,2448
2023,1003,80-84 ára,18,2448
2024,1003,50-54 ára,68,2448
2024,1003,30-34 ára,107,2448
2023,1003,60-64 ára,109,2448
2023,1003,50-54 ára,68,2448
2024,1003,55-59 ára,88,2323
2024,1003,15-19 ára,85,2323
2023,1003,75-79 ára,32,2323
2023,1003,10-14 ára,92,2323
2024,1003,5-9 ára,56,2323
2023,1003,15-19 ára,73,2323
2024,1003,20-24 ára,82,2323
2024,1003,70-74 ára,42,2323
2024,1004,85-89 ára,6,2541
2023,1004,60-64 ára,68,2429
2024,1004,45-49 ára,77,2429
2023,1004,85-89 ára,4,2541
2024,1004,30-34 ára,118,2429
2023,1004,5-9 ára,84,2541
2024,1004,65-69 ára,58,2541
2024,1004,5-9 ára,81,2429
2023,1004,45-49 ára,71,2429
2023,1004,65-69 ára,46,2541
2023,1004,0-4 ára,80,2429
2024,1004,55-59 ára,62,2429
2024,1004,15-19 ára,75,2541
2024,1004,55-59 ára,66,2541
2023,1004,65-69 ára,40,2429
2023,1004,35-39 ára,93,2541
2023,1004,40-44 ára,106,2541
2024,1004,25-29 ára,99,2429
2024,1004,35-39 ára,119,2541
2023,1004,75-79 ára,14,2541
2024,1004,85-89 ára,7,2429
2023,1004,20-24 ára,72,2429
2023,1004,25-29 ára,86,2541
2024,1004,30-34 ára,105,2541
2024,1004,0-4 ára,81,2429
2023,1004,50-54 ára,81,2541
2024,1004,45-49 ára,88,2541
2023,1004,10-14 ára,89,2541
2023,1004,55-59 ára,62,2541
2023,1004,70-74 ára,30,2429
2023,1004,15-19 ára,78,2541
2023,1004,25-29 ára,88,2429
2024,1004,60-64 ára,65,2541
2023,1004,15-19 ára,91,2429
2023,1004,35-39 ára,101,2429
2024,1004,75-79 ára,18,2541
2024,1004,10-14 ára,99,2429
2023,1004,80-84 ára,9,2541
2024,1004,35-39 ára,105,2429
2024,1004,50-54 ára,63,2429
2023,1004,75-79 ára,20,2429
2024,1004,90 ára og eldri,6,2429
2024,1004,80-84 ára,16,2429
2023,1004,45-49 ára,82,2541
2023,1004,85-89 ára,9,2429
2024,1004,70-74 ára,43,2541
2024,1004,5-9 ára,88,2541
2023,1004,5-9 ára,80,2429
2024,1004,25-29 ára,106,2541
2024,1004,70-74 ára,31,2429
2023,1004,40-44 ára,97,2429
2024,1004,20-24 ára,81,2541
2024,1004,15-19 ára,93,2429
2024,1004,75-79 ára,20,2429
2023,1004,80-84 ára,16,2429
2023,1004,70-74 ára,42,2541
2023,1004,20-24 ára,82,2541
2023,1004,0-4 ára,94,2541
2024,1004,50-54 ára,74,2541
2024,1004,40-44 ára,104,2429
2023,1004,30-34 ára,119,2541
2023,1004,90 ára og eldri,5,2429
2023,1004,60-64 ára,77,2541
2023,1004,55-59 ára,56,2429
2024,1004,65-69 ára,49,2429
2024,1004,0-4 ára,98,2541
2023,1004,30-34 ára,116,2429
2024,1004,60-64 ára,65,2429
2024,1004,80-84 ára,8,2541
2023,1004,10-14 ára,76,2429
2024,1004,20-24 ára,65,2429
2024,1004,40-44 ára,101,2541
2024,1004,10-14 ára,94,2541
2023,1004,50-54 ára,72,2429
2024,1005,45-49 ára,54,1580
2023,1005,50-54 ára,45,1580
2023,1005,65-69 ára,55,1464
2023,1005,30-34 ára,49,1580
2024,1005,0-4 ára,38,1464
2023,1005,55-59 ára,45,1464
2024,1005,80-84 ára,9,1580
2023,1005,25-29 ára,52,1580
2024,1005,45-49 ára,60,1464
2023,1005,60-64 ára,41,1580
2024,1005,40-44 ára,54,1580
2024,1005,0-4 ára,35,1580
2024,1005,70-74 ára,41,1580
2024,1005,60-64 ára,39,1464
2024,1005,50-54 ára,59,1464
2023,1005,75-79 ára,29,1580
2023,1005,85-89 ára,2,1580
2023,1005,40-44 ára,61,1580
2023,1005,85-89 ára,3,1464
2023,1005,90 ára og eldri,2,1580
2023,1005,15-19 ára,52,1464
2023,1005,5-9 ára,45,1464
2024,1005,5-9 ára,40,1464
2024,1005,70-74 ára,43,1464
2024,1005,15-19 ára,60,1580
2024,1005,90 ára og eldri,2,1580
